Date,Time,MSec from start,Mission,Emergency Stop,Operating Mode,Dead mans switch,Machine Hours,GPSLat,GPSLong,GPSOrientation,Speed,x_map,y_map,object_id_1,state_object_1,x_object_1,y_object_1,loaded_slot_id_1,object_id_2,state_object_2,x_object_2,y_object_2,loaded_slot_id_2,object_id_3,state_object_3,x_object_3,y_object_3,loaded_slot_id_3,object_id_4,state_object_4,x_object_4,y_object_4,loaded_slot_id_4,object_id_5,state_object_5,x_object_5,y_object_5,loaded_slot_id_5,slot_id_1,state_slot_1,x_slot_1,y_slot_1,planned_object_id_1,slot_id_2,state_slot_2,x_slot_2,y_slot_2,planned_object_id_2,slot_id_3,state_slot_3,x_slot_3,y_slot_3,planned_object_id_3,slot_id_4,state_slot_4,x_slot_4,y_slot_4,planned_object_id_4,data_error,param_error,is_connected,c_drive,c_lift,c_shift,c_steer,c_steer_rate,c_tilt,c_drive_pos_ref,c_lift_pos_ref,c_shift_pos_ref,c_steer_pos_ref,c_tilt_pos_ref,c_drive_vel_ref,c_lift_vel_ref,c_shift_vel_ref,c_steer_vel_ref,c_tilt_vel_ref,c_shift_pos,c_drive_vel,c_steer_pos,c_steer_vel,x_rel,y_rel,z_rel,theta_rel,z_pallet,steering_pos,steering_rate,shift_pos,object_pallet_x,object_pallet_y,object_pallet_z,object_pallet_roll,object_pallet_pitch,object_pallet_yaw,object_crayler_x,object_crayler_y,object_crayler_z,object_crayler_roll,object_crayler_pitch,object_crayler_yaw,x_error,y_error,theta_error
0.0,0.0,0.0,LoadPallet,False,autonomous,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,slot0,full,-6.885625058059472,0.02353949219101155,europalette_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.05000000074505806,0.0,0.0067746457643806934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.929301187279634e-05,0.0,0.0,-1.083266137601063,0.018572678306024104,-0.016438093223294425,-0.725378125063628,0.071999999919119,0.023370797936850707,-1.6798029036832665e-05,-0.004013576757887801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09362129122018814,-0.04579313099384308,0.012108482420444489
0.0,0.0,0.0,LoadPallet,False,autonomous,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,slot0,full,-6.885625058059472,0.02353949219101155,europalette_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23523911833763123,0.0,0.0,0.0,0.19499999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.929301187279634e-05,0.0,0.0,-1.0832661954017642,0.018572672982770266,-0.016438116339829223,-0.7253777651079645,0.071999999919119,0.02337107354685486,1.732273436952507e-05,-0.0040133578584429135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09362129122018814,-0.04579313099384308,0.012108482420444489
0.0,0.0,0.0,LoadPallet,False,autonomous,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,slot0,full,-6.885625058059472,0.02353949219101155,europalette_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23523911833763123,0.0,0.0,0.0,0.19499999284744263,0.0,0.23523911833763123,0.0,0.0,0.19499999284744263,0.0,0.0,0.0,0.0,0.0,0.0,-5.929301187279634e-05,0.0,0.0,-1.0832684307549147,0.018572403747528943,-0.01643896600003375,-0.7253608538350136,0.071999999919119,0.023371361683003578,1.8089271558378604e-05,-0.004013138954383238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09362129122018814,-0.04579313099384308,0.012108482420444489
0.0,0.0,0.0,LoadPallet,False,autonomous,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,slot0,full,-6.885625058059472,0.02353949219101155,europalette_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23523911833763123,0.0,0.0,0.0,0.19499999284744263,0.0,0.23523911833763123,0.0,0.0,0.19499999284744263,0.0,0.0,0.0,0.0,0.0,0.0,-5.929301187279634e-05,0.0,0.0,-1.0832685513581524,0.018572399662274586,-0.016439555100890763,-0.7253603180408845,0.071999999919119,0.023371786560351104,1.5154955225902217e-05,-0.004013106808777252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09362129122018814,-0.04579313099384308,0.012108482420444489
0.0,0.0,0.0,LoadPallet,False,autonomous,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,slot0,full,-6.885625058059472,0.02353949219101155,europalette_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23523911833763123,0.0,0.0,0.0,0.19499999284744263,0.0,0.23523911833763123,0.0,0.0,0.19499999284744263,0.0,0.0,0.0,0.0,0.0,0.0,-5.929301187279634e-05,0.0,0.0,-1.083269247828567,0.018572625038756563,-0.017498692369204205,-0.7253419508285219,0.071999999919119,0.02337189697403197,-7.851431060270533e-06,-0.004013100346959771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09362129122018814,-0.04579313099384308,0.012108482420444489
0.0,0.0,0.0,LoadPallet,False,autonomous,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,slot0,full,-6.885625058059472,0.02353949219101155,europalette_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23523911833763123,0.0,0.0,0.0,0.19499999284744263,0.0,0.23523911833763123,0.0,0.0,0.19499999284744263,0.0,0.0,0.0,0.0,0.0,0.0,-5.929301187279634e-05,0.0,0.0,-1.083269147254872,0.018572630667584245,-0.017525578296009925,-0.725341547592393,0.071999999919119,0.02337206674697434,1.2972471921124876e-05,-0.0040130939806668564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09362129122018814,-0.04579313099384308,0.012108482420444489
0.0,0.0,0.0,LoadPallet,False,autonomous,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,slot0,full,-6.885625058059472,0.02353949219101155,europalette_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23523911833763123,0.0,0.0,0.0,0.19499999284744263,0.0,0.23523911833763123,0.0,0.0,0.19499999284744263,0.0,0.0,0.0,0.0,0.0,0.0,-5.929301187279634e-05,0.0,0.0,-1.083265650936565,0.018572676511078634,-0.020615435962574008,-0.725336264078237,0.071999999919119,0.02337220930981232,-2.5417483186187944e-05,-0.004013087281778265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09362129122018814,-0.04579313099384308,0.012108482420444489
0.0,0.0,0.0,LoadPallet,False,autonomous,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,slot0,full,-6.885625058059472,0.02353949219101155,europalette_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23523911833763123,0.0,0.0,0.0,0.19499999284744263,0.0,0.23523911833763123,0.0,0.0,0.19499999284744263,0.0,0.0,0.0,0.0,0.0,0.0,-5.929301187279634e-05,0.0,0.0,-1.0832655442616632,0.018572665143076816,-0.020694860636796264,-0.7253362910140027,0.071999999919119,0.02337246277773275,-2.5355290435613876e-05,-0.004013126073308447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09362129122018814,-0.04579313099384308,0.012108482420444489
0.0,0.0,0.0,LoadPallet,False,autonomous,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,slot0,full,-6.885625058059472,0.02353949219101155,europalette_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23523911833763123,0.0,0.0,0.0,0.19499999284744263,0.0,0.23523911833763123,0.0,0.0,0.19499999284744263,0.0,0.0,0.0,0.0,0.0,0.0,-5.929301187279634e-05,0.0,0.0,-1.0832605846217547,0.018572824824334144,-0.02762344613228579,-0.725330843462757,0.071999999919119,0.023372546229796676,-2.99361024178664e-05,-0.004013169839449949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09362129122018814,-0.04579313099384308,0.012108482420444489
0.0,0.0,0.0,LoadPallet,False,autonomous,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,-1,N/A,0.0,0.0,N/A,slot0,full,-6.885625058059472,0.02353949219101155,europalette_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.23523911833763123,0.0,0.0,0.0,0.19499999284744263,0.0,0.23523911833763123,0.0,0.0,0.19499999284744263,0.0,0.0,0.0,0.0,0.0,0.0,-5.929301187279634e-05,0.0,0.0,-1.0833278315320625,0.01857315274426563,-0.02445554044166698,-0.7275759961891026,0.0753457892878584,0.023367776120212014,-0.00035878957991298675,-0.004013263968300162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09362129122018814,-0.04579313099384308,0.012108482420444489
